Causas (lista reducida);Sexo;Provincia de residencia;Total
00A Covid-19 Virus identificado;Hombres;Cuenca;268
00A Covid-19 Virus identificado;Hombres;Gipuzkoa;384
00A Covid-19 Virus identificado;Hombres;Girona;453
00A Covid-19 Virus identificado;Hombres;Granada;647
00A Covid-19 Virus identificado;Hombres;Guadalajara;315
00A Covid-19 Virus identificado;Hombres;Huelva;92
00A Covid-19 Virus identificado;Hombres;Huesca;204
00A Covid-19 Virus identificado;Hombres;Jaén;381
00A Covid-19 Virus identificado;Hombres;León;584
00A Covid-19 Virus identificado;Hombres;Lleida;362
00A Covid-19 Virus identificado;Hombres;Lugo;80
00A Covid-19 Virus identificado;Hombres;Madrid;8.394
00A Covid-19 Virus identificado;Hombres;Málaga;474
00A Covid-19 Virus identificado;Hombres;Murcia;399
00A Covid-19 Virus identificado;Hombres;Navarra;504
00A Covid-19 Virus identificado;Hombres;Ourense;164
00A Covid-19 Virus identificado;Hombres;Palencia;180
00A Covid-19 Virus identificado;Hombres;Palmas, Las;80
00A Covid-19 Virus identificado;Hombres;Pontevedra;193
00A Covid-19 Virus identificado;Hombres;Rioja, La;298
00A Covid-19 Virus identificado;Hombres;Salamanca;464
00A Covid-19 Virus identificado;Hombres;Santa Cruz de Tenerife;152
00A Covid-19 Virus identificado;Hombres;Segovia;276
00A Covid-19 Virus identificado;Hombres;Sevilla;741
00A Covid-19 Virus identificado;Hombres;Soria;146
00A Covid-19 Virus identificado;Hombres;Tarragona;432
00A Covid-19 Virus identificado;Hombres;Teruel;181
00A Covid-19 Virus identificado;Hombres;Toledo;819
00A Covid-19 Virus identificado;Hombres;Valencia/València;945
00A Covid-19 Virus identificado;Hombres;Valladolid;542
00A Covid-19 Virus identificado;Hombres;Zamora;249
00A Covid-19 Virus identificado;Hombres;Zaragoza;954
00A Covid-19 Virus identificado;Hombres;Ceuta;30
00A Covid-19 Virus identificado;Hombres;Melilla;29
00A Covid-19 Virus identificado;Hombres;Extranjero;73
00A Covid-19 Virus identificado;Mujeres;Total;27.860
00A Covid-19 Virus identificado;Mujeres;Albacete;337
00A Covid-19 Virus identificado;Mujeres;Alicante/Alacant;415
00A Covid-19 Virus identificado;Mujeres;Almería;115
00A Covid-19 Virus identificado;Mujeres;Araba/Álava;245
00A Covid-19 Virus identificado;Mujeres;Asturias;782
00A Covid-19 Virus identificado;Mujeres;Ávila;169
00A Covid-19 Virus identificado;Mujeres;Badajoz;220
00A Covid-19 Virus identificado;Mujeres;Balears, Illes;252
00A Covid-19 Virus identificado;Mujeres;Barcelona;5.049
00A Covid-19 Virus identificado;Mujeres;Bizkaia;697
00A Covid-19 Virus identificado;Mujeres;Burgos;372
00A Covid-19 Virus identificado;Mujeres;Cáceres;345
00A Covid-19 Virus identificado;Mujeres;Cádiz;266
00A Covid-19 Virus identificado;Mujeres;Cantabria;213
00A Covid-19 Virus identificado;Mujeres;Castellón/Castelló;158
00A Covid-19 Virus identificado;Mujeres;Ciudad Real;650
00A Covid-19 Virus identificado;Mujeres;Córdoba;274
00A Covid-19 Virus identificado;Mujeres;Coruña, A;261
00A Covid-19 Virus identificado;Mujeres;Cuenca;206
00A Covid-19 Virus identificado;Mujeres;Gipuzkoa;409
00A Covid-19 Virus identificado;Mujeres;Girona;470
00A Covid-19 Virus identificado;Mujeres;Granada;581
00A Covid-19 Virus identificado;Mujeres;Guadalajara;209
00A Covid-19 Virus identificado;Mujeres;Huelva;77
00A Covid-19 Virus identificado;Mujeres;Huesca;193
00A Covid-19 Virus identificado;Mujeres;Jaén;341
00A Covid-19 Virus identificado;Mujeres;León;507
00A Covid-19 Virus identificado;Mujeres;Lleida;386
00A Covid-19 Virus identificado;Mujeres;Lugo;83
00A Covid-19 Virus identificado;Mujeres;Madrid;6.265
00A Covid-19 Virus identificado;Mujeres;Málaga;367
00A Covid-19 Virus identificado;Mujeres;Murcia;347
00A Covid-19 Virus identificado;Mujeres;Navarra;498
00A Covid-19 Virus identificado;Mujeres;Ourense;164
00A Covid-19 Virus identificado;Mujeres;Palencia;159
00A Covid-19 Virus identificado;Mujeres;Palmas, Las;55
00A Covid-19 Virus identificado;Mujeres;Pontevedra;207
00A Covid-19 Virus identificado;Mujeres;Rioja, La;273
00A Covid-19 Virus identificado;Mujeres;Salamanca;391
00A Covid-19 Virus identificado;Mujeres;Santa Cruz de Tenerife;109
00A Covid-19 Virus identificado;Mujeres;Segovia;162
00A Covid-19 Virus identificado;Mujeres;Sevilla;629
00A Covid-19 Virus identificado;Mujeres;Soria;143
00A Covid-19 Virus identificado;Mujeres;Tarragona;364
00A Covid-19 Virus identificado;Mujeres;Teruel;142
00A Covid-19 Virus identificado;Mujeres;Toledo;687
00A Covid-19 Virus identificado;Mujeres;Valencia/València;803
00A Covid-19 Virus identificado;Mujeres;Valladolid;552
00A Covid-19 Virus identificado;Mujeres;Zamora;239
00A Covid-19 Virus identificado;Mujeres;Zaragoza;953
00A Covid-19 Virus identificado;Mujeres;Ceuta;29
00A Covid-19 Virus identificado;Mujeres;Melilla;18
00A Covid-19 Virus identificado;Mujeres;Extranjero;22
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Total;14.481
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Albacete;396
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Alicante/Alacant;301
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Almería;33
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Araba/Álava;57
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Asturias;266
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Ávila;171
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Badajoz;90
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Balears, Illes;43
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Barcelona;2.644
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Bizkaia;183
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Burgos;171
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Cáceres;207
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Cádiz;67
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Cantabria;67
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Castellón/Castelló;78
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Ciudad Real;436
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Córdoba;73
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Coruña, A;43
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Cuenca;233
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Gipuzkoa;78
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Girona;154
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Granada;125
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Guadalajara;202
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Huelva;17
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Huesca;43
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Jaén;145
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;León;348
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Lleida;59
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Lugo;10
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Madrid;4.784
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Málaga;185
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Murcia;40
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Navarra;179
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Ourense;18
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Palencia;95
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Palmas, Las;30
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Pontevedra;20
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Rioja, La;71
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Salamanca;326
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Santa Cruz de Tenerife;68
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Segovia;294
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Sevilla;65
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Soria;86
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Tarragona;154
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Teruel;38
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Toledo;402
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Valencia/València;273
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Valladolid;258
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Zamora;117
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Zaragoza;218
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Ceuta;6
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Melilla;4
00B Covid-19 Virus no identificado (sospechoso);Ambos sexos;Extranjero;10
00B Covid-19 Virus no identificado (sospechoso);Hombres;Total;6.419
00B Covid-19 Virus no identificado (sospechoso);Hombres;Albacete;193
00B Covid-19 Virus no identificado (sospechoso);Hombres;Alicante/Alacant;158
00B Covid-19 Virus no identificado (sospechoso);Hombres;Almería;18
00B Covid-19 Virus no identificado (sospechoso);Hombres;Araba/Álava;30
00B Covid-19 Virus no identificado (sospechoso);Hombres;Asturias;136
00B Covid-19 Virus no identificado (sospechoso);Hombres;Ávila;86
00B Covid-19 Virus no identificado (sospechoso);Hombres;Badajoz;47
00B Covid-19 Virus no identificado (sospechoso);Hombres;Balears, Illes;23
00B Covid-19 Virus no identificado (sospechoso);Hombres;Barcelona;1.099
00B Covid-19 Virus no identificado (sospechoso);Hombres;Bizkaia;86
00B Covid-19 Virus no identificado (sospechoso);Hombres;Burgos;69
00B Covid-19 Virus no identificado (sospechoso);Hombres;Cáceres;87
00B Covid-19 Virus no identificado (sospechoso);Hombres;Cádiz;29
00B Covid-19 Virus no identificado (sospechoso);Hombres;Cantabria;38
00B Covid-19 Virus no identificado (sospechoso);Hombres;Castellón/Castelló;36
00B Covid-19 Virus no identificado (sospechoso);Hombres;Ciudad Real;192
00B Covid-19 Virus no identificado (sospechoso);Hombres;Córdoba;43
00B Covid-19 Virus no identificado (sospechoso);Hombres;Coruña, A;22
00B Covid-19 Virus no identificado (sospechoso);Hombres;Cuenca;126
00B Covid-19 Virus no identificado (sospechoso);Hombres;Gipuzkoa;39
00B Covid-19 Virus no identificado (sospechoso);Hombres;Girona;78
00B Covid-19 Virus no identificado (sospechoso);Hombres;Granada;64
00B Covid-19 Virus no identificado (sospechoso);Hombres;Guadalajara;95
00B Covid-19 Virus no identificado (sospechoso);Hombres;Huelva;7
00B Covid-19 Virus no identificado (sospechoso);Hombres;Huesca;17
00B Covid-19 Virus no identificado (sospechoso);Hombres;Jaén;75
00B Covid-19 Virus no identificado (sospechoso);Hombres;León;155
00B Covid-19 Virus no identificado (sospechoso);Hombres;Lleida;32
00B Covid-19 Virus no identificado (sospechoso);Hombres;Lugo;3
00B Covid-19 Virus no identificado (sospechoso);Hombres;Madrid;1.956
00B Covid-19 Virus no identificado (sospechoso);Hombres;Málaga;94
00B Covid-19 Virus no identificado (sospechoso);Hombres;Murcia;22
00B Covid-19 Virus no identificado (sospechoso);Hombres;Navarra;68
00B Covid-19 Virus no identificado (sospechoso);Hombres;Ourense;7
00B Covid-19 Virus no identificado (sospechoso);Hombres;Palencia;44
00B Covid-19 Virus no identificado (sospechoso);Hombres;Palmas, Las;17
00B Covid-19 Virus no identificado (sospechoso);Hombres;Pontevedra;9
00B Covid-19 Virus no identificado (sospechoso);Hombres;Rioja, La;35
00B Covid-19 Virus no identificado (sospechoso);Hombres;Salamanca;153
00B Covid-19 Virus no identificado (sospechoso);Hombres;Santa Cruz de Tenerife;37
00B Covid-19 Virus no identificado (sospechoso);Hombres;Segovia;115
00B Covid-19 Virus no identificado (sospechoso);Hombres;Sevilla;25
00B Covid-19 Virus no identificado (sospechoso);Hombres;Soria;41
00B Covid-19 Virus no identificado (sospechoso);Hombres;Tarragona;85
00B Covid-19 Virus no identificado (sospechoso);Hombres;Teruel;17
00B Covid-19 Virus no identificado (sospechoso);Hombres;Toledo;195
00B Covid-19 Virus no identificado (sospechoso);Hombres;Valencia/València;148
00B Covid-19 Virus no identificado (sospechoso);Hombres;Valladolid;117
00B Covid-19 Virus no identificado (sospechoso);Hombres;Zamora;55
00B Covid-19 Virus no identificado (sospechoso);Hombres;Zaragoza;85
00B Covid-19 Virus no identificado (sospechoso);Hombres;Ceuta;3
00B Covid-19 Virus no identificado (sospechoso);Hombres;Melilla;0
00B Covid-19 Virus no identificado (sospechoso);Hombres;Extranjero;8
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Total;8.062
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Albacete;203
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Alicante/Alacant;143
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Almería;15
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Araba/Álava;27
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Asturias;130
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Ávila;85
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Badajoz;43
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Balears, Illes;20
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Barcelona;1.545
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Bizkaia;97
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Burgos;102
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Cáceres;120
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Cádiz;38
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Cantabria;29
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Castellón/Castelló;42
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Ciudad Real;244
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Córdoba;30
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Coruña, A;21
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Cuenca;107
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Gipuzkoa;39
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Girona;76
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Granada;61
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Guadalajara;107
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Huelva;10
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Huesca;26
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Jaén;70
00B Covid-19 Virus no identificado (sospechoso);Mujeres;León;193
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Lleida;27
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Lugo;7
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Madrid;2.828
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Málaga;91
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Murcia;18
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Navarra;111
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Ourense;11
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Palencia;51
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Palmas, Las;13
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Pontevedra;11
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Rioja, La;36
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Salamanca;173
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Santa Cruz de Tenerife;31
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Segovia;179
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Sevilla;40
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Soria;45
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Tarragona;69
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Teruel;21
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Toledo;207
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Valencia/València;125
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Valladolid;141
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Zamora;62
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Zaragoza;133
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Ceuta;3
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Melilla;4
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Extranjero;2
001 Enfermedades infecciosas intestinales;Ambos sexos;Total;959
001 Enfermedades infecciosas intestinales;Ambos sexos;Albacete;18
001 Enfermedades infecciosas intestinales;Ambos sexos;Alicante/Alacant;34
001 Enfermedades infecciosas intestinales;Ambos sexos;Almería;12
001 Enfermedades infecciosas intestinales;Ambos sexos;Araba/Álava;7
001 Enfermedades infecciosas intestinales;Ambos sexos;Asturias;30
001 Enfermedades infecciosas intestinales;Ambos sexos;Ávila;11
001 Enfermedades infecciosas intestinales;Ambos sexos;Badajoz;17
001 Enfermedades infecciosas intestinales;Ambos sexos;Balears, Illes;18
001 Enfermedades infecciosas intestinales;Ambos sexos;Barcelona;98
001 Enfermedades infecciosas intestinales;Ambos sexos;Bizkaia;25
001 Enfermedades infecciosas intestinales;Ambos sexos;Burgos;7
001 Enfermedades infecciosas intestinales;Ambos sexos;Cáceres;17
001 Enfermedades infecciosas intestinales;Ambos sexos;Cádiz;19
001 Enfermedades infecciosas intestinales;Ambos sexos;Cantabria;11
001 Enfermedades infecciosas intestinales;Ambos sexos;Castellón/Castelló;13
001 Enfermedades infecciosas intestinales;Ambos sexos;Ciudad Real;16
001 Enfermedades infecciosas intestinales;Ambos sexos;Córdoba;30
001 Enfermedades infecciosas intestinales;Ambos sexos;Coruña, A;30
001 Enfermedades infecciosas intestinales;Ambos sexos;Cuenca;4
001 Enfermedades infecciosas intestinales;Ambos sexos;Gipuzkoa;14
001 Enfermedades infecciosas intestinales;Ambos sexos;Girona;7
001 Enfermedades infecciosas intestinales;Ambos sexos;Granada;17
001 Enfermedades infecciosas intestinales;Ambos sexos;Guadalajara;3
001 Enfermedades infecciosas intestinales;Ambos sexos;Huelva;12
001 Enfermedades infecciosas intestinales;Ambos sexos;Huesca;6
001 Enfermedades infecciosas intestinales;Ambos sexos;Jaén;20
001 Enfermedades infecciosas intestinales;Ambos sexos;León;18
001 Enfermedades infecciosas intestinales;Ambos sexos;Lleida;17
001 Enfermedades infecciosas intestinales;Ambos sexos;Lugo;7
001 Enfermedades infecciosas intestinales;Ambos sexos;Madrid;101
001 Enfermedades infecciosas intestinales;Ambos sexos;Málaga;23
001 Enfermedades infecciosas intestinales;Ambos sexos;Murcia;35
001 Enfermedades infecciosas intestinales;Ambos sexos;Navarra;14
001 Enfermedades infecciosas intestinales;Ambos sexos;Ourense;13
001 Enfermedades infecciosas intestinales;Ambos sexos;Palencia;5
001 Enfermedades infecciosas intestinales;Ambos sexos;Palmas, Las;22
001 Enfermedades infecciosas intestinales;Ambos sexos;Pontevedra;26
001 Enfermedades infecciosas intestinales;Ambos sexos;Rioja, La;3
001 Enfermedades infecciosas intestinales;Ambos sexos;Salamanca;8
001 Enfermedades infecciosas intestinales;Ambos sexos;Santa Cruz de Tenerife;21
001 Enfermedades infecciosas intestinales;Ambos sexos;Segovia;6
001 Enfermedades infecciosas intestinales;Ambos sexos;Sevilla;27
001 Enfermedades infecciosas intestinales;Ambos sexos;Soria;3
001 Enfermedades infecciosas intestinales;Ambos sexos;Tarragona;15
